symbol	company	listing_date	market_date	sector	sub_sector	open_price	close_price	low_price	high_price	volume
NRG	NRG Energy	2010-01-29	2016-01-11	Utilities	Independent Power Producers & Energy Traders	11.33	10.23	10.18	11.37	10061300
NSC	Norfolk Southern Corp.		2016-01-11	Industrials	Railroads	78.02	75.97	75.00	78.34	1524400
NTAP	NetApp		2016-01-11	Information Technology	Internet Software & Services	23.20	22.98	22.47	23.21	4001200
NTRS	Northern Trust Corp.		2016-01-11	Financials	Asset Management & Custody Banks	66.68	65.89	65.12	67.60	1148900
NUE	Nucor Corp.	1985-04-30	2016-01-11	Materials	Steel	36.74	36.14	35.80	36.82	3334300
NVDA	Nvidia Corporation		2016-01-11	Information Technology	Semiconductors	29.66	29.68	29.15	29.89	10234300
NWL	Newell Brands	1989-04-30	2016-01-11	Consumer Discretionary	Housewares & Specialties	39.41	39.35	38.43	39.74	5387200
NWS	News Corp. Class B	2015-09-18	2016-01-11	Consumer Discretionary	Publishing	13.07	12.66	12.50	13.10	1731500
NWSA	News Corp. Class A	2013-08-01	2016-01-11	Consumer Discretionary	Publishing	12.40	12.21	12.06	12.64	5272200
O	Realty Income Corporation	2015-04-07	2016-01-11	Real Estate	Retail REITs	51.39	52.27	51.30	52.54	2261100
OKE	ONEOK	2010-03-15	2016-01-11	Energy	Oil & Gas Exploration & Production	23.71	22.61	22.20	23.82	3377300
OMC	Omnicom Group		2016-01-11	Consumer Discretionary	Advertising	70.23	69.65	68.85	70.56	1714600
ORCL	Oracle Corp.	1989-08-31	2016-01-11	Information Technology	Application Software	34.75	34.94	34.52	35.12	18726600
ORLY	O'Reilly Automotive	2009-03-27	2016-01-11	Consumer Discretionary	Specialty Stores	235.77	237.94	234.51	239.71	824100
OXY	Occidental Petroleum	1982-12-31	2016-01-11	Energy	Oil & Gas Exploration & Production	62.96	61.22	59.97	63.42	9126200
PAYX	Paychex Inc.		2016-01-11	Information Technology	Internet Software & Services	47.67	47.42	46.93	47.92	5280700
PBCT	People's United Financial	2008-11-13	2016-01-11	Financials	Thrifts & Mortgage Finance	15.04	14.99	14.83	15.11	5113700
PBI	Pitney-Bowes		2016-01-11	Industrials	Technology, Hardware, Software and Supplies	18.83	19.00	18.69	19.05	2663400
PCAR	PACCAR Inc.	1980-12-31	2016-01-11	Industrials	Construction & Farm Machinery & Heavy Trucks	45.59	45.23	44.57	45.76	2619000
PCG	PG&E Corp.		2016-01-11	Utilities	MultiUtilities	52.20	52.23	51.91	52.54	3605300
PCLN	Priceline.com Inc	2009-11-06	2016-01-11	Consumer Discretionary	Internet & Direct Marketing Retail	1136.00	1136.28	1120.01	1147.98	635300
PDCO	Patterson Companies		2016-01-11	Health Care	Health Care Supplies	42.51	41.49	41.10	42.95	1023400
PEG	Public Serv. Enterprise Inc.		2016-01-11	Utilities	Electric Utilities	38.43	38.60	38.32	38.87	2620100
PEP	PepsiCo Inc.		2016-01-11	Consumer Staples	Soft Drinks	97.34	97.44	96.87	97.92	5638000
PFE	Pfizer Inc.		2016-01-11	Health Care	Pharmaceuticals	31.15	31.07	30.64	31.20	38631800
PFG	Principal Financial Group		2016-01-11	Financials	Diversified Financial Services	40.33	39.51	38.93	41.33	2188900
PG	Procter & Gamble		2016-01-11	Consumer Staples	Personal Products	76.17	76.67	75.60	77.04	10209200
PGR	Progressive Corp.		2016-01-11	Financials	Property & Casualty Insurance	30.29	30.64	30.25	30.74	3519600
PH	Parker-Hannifin	1985-11-30	2016-01-11	Industrials	Industrial Conglomerates	91.03	90.37	89.43	91.27	1323000
PHM	Pulte Homes Inc.	1984-04-30	2016-01-11	Consumer Discretionary	Homebuilding	16.05	16.16	15.83	16.37	9021000
PKI	PerkinElmer	1985-05-31	2016-01-11	Health Care	Health Care Equipment	49.55	47.75	47.25	49.76	1677300
PLD	Prologis		2016-01-11	Real Estate	REITs	41.22	41.02	40.72	41.43	3435100
PM	Philip Morris International	2008-03-31	2016-01-11	Consumer Staples	Tobacco	87.44	89.17	87.40	89.33	8021000
PNC	PNC Financial Services	1988-04-30	2016-01-11	Financials	Banks	88.38	88.28	87.37	88.85	1940700
PNR	Pentair Ltd.	2012-10-01	2016-01-11	Industrials	Industrial Machinery	46.17	45.50	44.83	46.28	1910600
PNW	Pinnacle West Capital		2016-01-11	Utilities	MultiUtilities	64.19	64.78	64.19	65.15	898700
PPG	PPG Industries		2016-01-11	Materials	Diversified Chemicals	94.84	94.45	93.73	95.72	2187200
PPL	PPL Corp.		2016-01-11	Utilities	Electric Utilities	33.59	33.89	33.45	34.01	5937800
PRGO	Perrigo	2011-12-19	2016-01-11	Health Care	Pharmaceuticals	146.21	143.61	138.74	146.21	2277700
PRU	Prudential Financial		2016-01-11	Financials	Diversified Financial Services	73.42	72.89	71.74	73.83	2810100
BAC	Bank of America Corp	1976-06-30	2016-01-04	Financials	Banks	16.45	16.43	16.25	16.49	114888000
BAX	Baxter International Inc.	1972-09-30	2016-01-04	Health Care	Health Care Equipment	37.66	37.17	36.85	37.69	6261000
BBBY	Bed Bath & Beyond		2016-01-04	Consumer Discretionary	Specialty Stores	47.60	48.47	47.25	48.59	2931800
BBT	BB&T Corporation		2016-01-04	Financials	Banks	36.92	36.65	36.28	37.03	5873200
BBY	Best Buy Co. Inc.		2016-01-04	Consumer Discretionary	Computer & Electronics Retail	29.84	30.65	29.76	31.08	6343700
BCR	Bard (C.R.) Inc.	1975-06-30	2016-01-04	Health Care	Health Care Equipment	187.16	183.90	182.69	188.06	627900
BDX	Becton Dickinson	1972-09-30	2016-01-04	Health Care	Health Care Equipment	150.62	147.95	146.02	151.45	2813900
BEN	Franklin Resources		2016-01-04	Financials	Asset Management & Custody Banks	35.64	36.18	35.41	36.21	4389300
BHI	Baker Hughes Inc		2016-01-04	Energy	Oil & Gas Equipment & Services	45.85	47.25	45.56	47.43	2987400
BIIB	BIOGEN IDEC Inc.		2016-01-04	Health Care	Biotechnology	300.34	294.62	291.40	301.02	2451100
BK	The Bank of New York Mellon Corp.		2016-01-04	Financials	Banks	40.29	39.97	39.48	40.29	7528200
BLK	BlackRock	2011-04-04	2016-01-04	Financials	Asset Management & Custody Banks	333.04	333.10	329.01	333.46	958900
BLL	Ball Corp	1984-10-31	2016-01-04	Materials	Metal & Glass Containers	71.61	72.11	70.74	72.15	1171800
BMY	Bristol-Myers Squibb		2016-01-04	Health Care	Health Care Distributors	67.45	67.03	66.38	67.91	7113700
BSX	Boston Scientific		2016-01-04	Health Care	Health Care Equipment	18.16	17.99	17.81	18.16	9750100
BWA	BorgWarner	2011-12-19	2016-01-04	Consumer Discretionary	Auto Parts & Equipment	43.23	42.25	41.79	43.23	2039000
BXP	Boston Properties		2016-01-04	Real Estate	REITs	125.28	124.20	122.90	125.93	800900
C	Citigroup Inc.	1988-05-31	2016-01-04	Financials	Banks	50.75	51.13	50.19	51.19	23440200
CA	CA, Inc.	1987-07-31	2016-01-04	Information Technology	Systems Software	28.09	28.16	27.77	28.19	2665200
CAG	ConAgra Foods Inc.	1983-08-31	2016-01-04	Consumer Staples	Packaged Foods & Meats	41.69	41.54	41.05	41.93	5454700
CAH	Cardinal Health Inc.		2016-01-04	Health Care	Health Care Distributors	87.73	87.95	87.20	88.07	1675500
CAT	Caterpillar Inc.		2016-01-04	Industrials	Construction & Farm Machinery & Heavy Trucks	66.88	67.99	65.72	68.08	8586900
CB	Chubb Limited	2010-07-15	2016-01-04	Financials	Property & Casualty Insurance	115.02	113.73	112.52	115.41	3094500
CBG	CBRE Group		2016-01-04	Real Estate	Real Estate Services	33.84	34.09	33.34	34.12	2981600
CBS	CBS Corp.	1994-09-01	2016-01-04	Consumer Discretionary	Broadcasting & Cable TV	46.33	46.65	46.13	46.89	5456300
CCI	Crown Castle International Corp.	2012-03-14	2016-01-04	Real Estate	REITs	85.64	85.39	84.83	85.93	2487900
CCL	Carnival Corp.		2016-01-04	Consumer Discretionary	Hotels, Resorts & Cruise Lines	54.16	54.20	53.22	54.22	4773000
CELG	Celgene Corp.		2016-01-04	Health Care	Biotechnology	116.77	117.62	116.10	118.43	5159200
CERN	Cerner	2010-04-30	2016-01-04	Health Care	Health Care Technology	59.05	58.16	57.76	59.25	3212900
CF	CF Industries Holdings Inc	2008-08-27	2016-01-04	Materials	Fertilizers & Agricultural Chemicals	40.06	40.50	39.83	40.95	3262500
CFG	Citizens Financial Group	2016-01-29	2016-01-04	Financials	Regional Banks	25.71	25.80	25.46	25.99	5598700
CHD	Church & Dwight	2015-12-29	2016-01-04	Consumer Staples	Household Products	83.80	83.51	82.19	84.15	3496800
CHK	Chesapeake Energy		2016-01-04	Energy	Integrated Oil & Gas	4.44	4.95	4.40	4.97	38476100
CHRW	C. H. Robinson Worldwide		2016-01-04	Industrials	Air Freight & Logistics	61.09	61.79	60.31	62.02	3072300
CHTR	Charter Communications	2016-09-08	2016-01-04	Consumer Discretionary	Cable & Satellite	180.56	177.53	175.51	182.04	1766300
CI	CIGNA Corp.	1976-06-30	2016-01-04	Health Care	Managed Health Care	144.71	146.55	144.09	146.87	1461700
CINF	Cincinnati Financial		2016-01-04	Financials	Property & Casualty Insurance	58.11	57.54	56.94	58.20	825100
CL	Colgate-Palmolive		2016-01-04	Consumer Staples	Household Products	65.40	64.71	63.98	65.41	5722600
CLX	The Clorox Company	1969-03-31	2016-01-04	Consumer Staples	Household Products	125.35	125.28	123.79	125.62	1531600
CMA	Comerica Inc.		2016-01-04	Financials	Regional Banks	40.61	41.43	40.61	41.46	4550600
CMCSA	Comcast A Corp	2015-09-18	2016-01-04	Consumer Discretionary	Cable & Satellite	55.15	55.64	54.85	55.65	13262300
CME	CME Group Inc.		2016-01-04	Financials	Financial Exchanges & Data	88.80	88.67	87.73	89.15	2499900
CMG	Chipotle Mexican Grill	2011-04-28	2016-01-04	Consumer Discretionary	Restaurants	468.70	448.81	447.50	469.00	2690300
CMI	Cummins Inc.	1965-03-31	2016-01-04	Industrials	Industrial Machinery	86.75	89.97	86.00	90.15	3673900
CMS	CMS Energy		2016-01-04	Utilities	MultiUtilities	35.83	35.61	35.26	36.09	4719500
CNC	Centene Corporation	2016-03-30	2016-01-04	Health Care	Managed Health Care	64.61	66.03	64.60	66.06	1853900
CNP	CenterPoint Energy	1985-07-31	2016-01-04	Utilities	MultiUtilities	18.26	18.27	17.95	18.29	5118100
COF	Capital One Financial		2016-01-04	Financials	Consumer Finance	70.77	70.74	69.86	70.91	3636200
COG	Cabot Oil & Gas	2008-06-23	2016-01-04	Energy	Oil & Gas Exploration & Production	17.67	17.59	17.31	17.94	8618100
COH	Coach Inc.		2016-01-04	Consumer Discretionary	Apparel, Accessories & Luxury Goods	32.35	33.64	32.08	33.66	6508900
COL	Rockwell Collins		2016-01-04	Industrials	Industrial Conglomerates	90.60	90.64	89.40	91.15	798900
COO	The Cooper Companies	2016-09-23	2016-01-04	Health Care	Health Care Supplies	132.46	131.86	130.94	132.46	412000
COP	ConocoPhillips		2016-01-04	Energy	Oil & Gas Exploration & Production	46.41	46.88	46.08	47.77	8918000
COST	Costco Co.	1993-10-01	2016-01-04	Consumer Staples	Hypermarkets & Super Centers	159.81	159.54	157.87	160.10	2640800
COTY	Coty, Inc	2016-10-03	2016-01-04	Consumer Staples	Personal Products	25.22	24.95	24.57	25.46	1167000
CPB	Campbell Soup		2016-01-04	Consumer Staples	Packaged Foods & Meats	51.93	51.66	51.17	52.00	2192800
CRM	Salesforce.com	2008-09-15	2016-01-04	Information Technology	Internet Software & Services	77.14	76.71	75.64	77.21	4919200
CSCO	Cisco Systems	1993-12-01	2016-01-04	Information Technology	Networking Equipment	26.39	26.41	25.88	26.42	35827100
CSRA	CSRA Inc.	2015-12-01	2016-01-04	Information Technology	IT Consulting & Other Services	29.57	29.18	28.86	29.75	1826700
CSX	CSX Corp.	1967-09-30	2016-01-04	Industrials	Railroads	25.37	25.79	25.08	25.80	9561200
CTAS	Cintas Corporation		2016-01-04	Industrials	Diversified Support Services	89.82	88.29	87.82	89.83	716600
CTL	CenturyLink Inc		2016-01-04	Telecommunications Services	Integrated Telecommunications Services	24.85	25.11	24.78	25.23	4939000
CTSH	Cognizant Technology Solutions		2016-01-04	Information Technology	IT Consulting & Other Services	58.81	58.13	57.47	58.81	5001200
CTXS	Citrix Systems		2016-01-04	Information Technology	Internet Software & Services	74.40	74.17	72.21	74.40	1504700
CVS	CVS Health		2016-01-04	Consumer Staples	Drug Retail	96.17	96.46	95.37	96.57	5911000
CVX	Chevron Corp.		2016-01-04	Energy	Integrated Oil & Gas	89.53	88.85	87.57	90.11	11397300
CXO	Concho Resources	2016-02-22	2016-01-04	Energy	Oil & Gas Exploration & Production	92.68	90.29	88.87	93.79	2112200
D	Dominion Resources		2016-01-04	Utilities	Electric Utilities	66.97	67.47	66.33	67.51	3896700
DAL	Delta Air Lines	2013-09-11	2016-01-04	Industrials	Airlines	49.42	48.66	48.30	49.42	12323200
DD	Du Pont (E.I.)		2016-01-04	Materials	Diversified Chemicals	65.31	63.07	62.53	65.31	5570700
DE	Deere & Co.		2016-01-04	Industrials	Construction & Farm Machinery & Heavy Trucks	75.78	76.08	74.64	76.13	3586900
DFS	Discover Financial Services	2007-07-02	2016-01-04	Financials	Consumer Finance	52.53	52.71	52.09	52.77	4186900
DG	Dollar General	2012-12-03	2016-01-04	Consumer Discretionary	General Merchandise Stores	70.93	72.41	70.44	72.44	3588300
DGX	Quest Diagnostics		2016-01-04	Health Care	Health Care Facilities	70.20	70.76	69.79	70.95	1229900
DHI	D. R. Horton		2016-01-04	Consumer Discretionary	Homebuilding	31.60	30.39	29.44	31.64	11387500
DHR	Danaher Corp.		2016-01-04	Industrials	Industrial Conglomerates	91.06	91.68	90.93	91.90	5791900
DIS	The Walt Disney Company	1976-06-30	2016-01-04	Consumer Discretionary	Broadcasting & Cable TV	103.12	102.98	101.73	103.43	12531500
DISCA	Discovery Communications-A	2010-03-01	2016-01-04	Consumer Discretionary	Cable & Satellite	26.13	26.41	25.90	26.85	2763000
DISCK	Discovery Communications-C	2014-08-07	2016-01-04	Consumer Discretionary	Cable & Satellite	24.72	25.16	24.72	25.29	2655400
DLPH	Delphi Automotive	2012-12-24	2016-01-04	Consumer Discretionary	Auto Parts & Equipment	84.45	83.99	82.90	84.80	2195300
DLR	Digital Realty Trust	2016-05-18	2016-01-04	Real Estate	Specialized REITs	74.86	76.20	74.86	76.60	1840100
DLTR	Dollar Tree	2011-12-19	2016-01-04	Consumer Discretionary	General Merchandise Stores	76.84	78.81	76.09	78.82	4555100
DNB	Dun & Bradstreet	2008-12-02	2016-01-04	Industrials	Research & Consulting Services	102.75	101.88	100.63	102.95	201300
DOV	Dover Corp.	1985-10-31	2016-01-04	Industrials	Industrial Machinery	60.12	61.64	59.83	61.66	1962000
DOW	Dow Chemical		2016-01-04	Materials	Diversified Chemicals	50.27	49.93	49.39	50.46	12240300
DPS	Dr Pepper Snapple Group	2008-10-07	2016-01-04	Consumer Staples	Soft Drinks	91.91	92.23	91.08	92.29	1484200
DRI	Darden Restaurants		2016-01-04	Consumer Discretionary	Restaurants	62.88	62.75	62.33	63.07	1891200
DTE	DTE Energy Co.		2016-01-04	Utilities	MultiUtilities	79.50	79.14	78.42	79.67	1408300
DUK	Duke Energy	1976-06-30	2016-01-04	Utilities	Electric Utilities	70.93	71.19	70.16	71.21	3565500
DVA	DaVita Inc.	2008-07-31	2016-01-04	Health Care	Health Care Facilities	68.81	68.67	68.29	68.89	1819700
DVN	Devon Energy Corp.		2016-01-04	Energy	Oil & Gas Exploration & Production	31.78	32.32	31.53	32.91	6770300
EA	Electronic Arts		2016-01-04	Information Technology	Home Entertainment Software	67.18	66.10	65.10	67.57	4053000
EBAY	eBay Inc.		2016-01-04	Information Technology	Internet Software & Services	27.11	26.43	26.08	27.25	19107600
ECL	Ecolab Inc.	1989-01-31	2016-01-04	Materials	Specialty Chemicals	112.90	112.49	111.00	113.15	1769700
ED	Consolidated Edison		2016-01-04	Utilities	Electric Utilities	63.85	64.40	63.47	64.42	1687600
EFX	Equifax Inc.		2016-01-04	Industrials	Research & Consulting Services	109.92	109.45	108.35	110.24	1198500
EIX	Edison Int'l		2016-01-04	Utilities	Electric Utilities	58.57	58.95	58.24	59.07	2998000
EL	Estee Lauder Cos.		2016-01-04	Consumer Staples	Personal Products	86.93	87.21	86.12	87.24	1722400
EMN	Eastman Chemical	1994-01-01	2016-01-04	Materials	Diversified Chemicals	66.50	66.63	65.12	66.66	1415500
EMR	Emerson Electric Company	1965-03-31	2016-01-04	Industrials	Industrial Conglomerates	47.83	47.30	46.52	47.83	4949300
ENDP	Endo International	2015-01-27	2016-01-04	Health Care	Pharmaceuticals	59.76	59.82	59.02	60.60	3096600
EOG	EOG Resources		2016-01-04	Energy	Oil & Gas Exploration & Production	70.80	69.68	68.83	71.00	5136700
EQIX	Equinix	2015-03-20	2016-01-04	Real Estate	REITs	299.75	296.08	293.25	300.60	879600
EQR	Equity Residential		2016-01-04	Real Estate	REITs	80.79	79.90	79.21	80.87	1727900
EQT	EQT Corporation	2008-12-19	2016-01-04	Energy	Oil & Gas Exploration & Production	51.75	53.15	51.73	53.33	2262800
ES	Eversource Energy		2016-01-04	Utilities	MultiUtilities	50.65	50.88	50.23	50.89	1590300
ESRX	Express Scripts	2003-09-25	2016-01-04	Health Care	Health Care Distributors	85.84	86.63	85.54	86.63	4902500
ESS	Essex Property Trust, Inc.	2014-04-02	2016-01-04	Real Estate	Residential REITs	238.45	237.32	235.54	239.32	364600
ETFC	E*Trade	2004-03-31	2016-01-04	Financials	Investment Banking & Brokerage	28.88	28.78	28.18	29.00	3791100
ETN	Eaton Corporation		2016-01-04	Industrials	Industrial Conglomerates	52.04	52.22	50.78	52.26	3840100
PSA	Public Storage		2016-01-11	Real Estate	REITs	248.20	249.67	248.09	251.47	818100
PSX	Phillips 66	2012-05-01	2016-01-11	Energy	Oil & Gas Refining & Marketing & Transportation	75.86	76.18	74.37	77.51	4356000
PVH	PVH Corp.	2013-02-15	2016-01-11	Consumer Discretionary	Apparel, Accessories & Luxury Goods	70.48	69.77	69.02	71.46	988900
PWR	Quanta Services Inc.	2009-07-01	2016-01-11	Industrials	Industrial Conglomerates	18.80	18.47	18.28	18.89	3279300
PX	Praxair Inc.	1992-07-01	2016-01-11	Materials	Industrial Gases	98.37	98.44	97.63	99.09	2389200
PXD	Pioneer Natural Resources	2008-09-24	2016-01-11	Energy	Oil & Gas Exploration & Production	116.89	113.51	112.02	117.17	4995900
PYPL	PayPal	2015-07-20	2016-01-11	Information Technology	Data Processing & Outsourced Services	33.02	33.04	32.47	33.43	8937400
QCOM	QUALCOMM Inc.		2016-01-11	Information Technology	Semiconductors	46.36	46.07	45.33	46.53	13624900
QRVO	Qorvo	2015-06-11	2016-01-11	Information Technology	Semiconductors	44.66	44.22	42.80	44.86	2159800
R	Ryder System	1982-12-31	2016-01-11	Industrials	Industrial Conglomerates	50.92	50.46	49.53	51.08	1278800
RAI	Reynolds American Inc.		2016-01-11	Consumer Staples	Tobacco	47.23	48.45	47.16	48.67	7689900
RCL	Royal Caribbean Cruises Ltd	2014-12-05	2016-01-11	Consumer Discretionary	Hotels, Resorts & Cruise Lines	92.55	93.60	91.90	94.54	2265700
REGN	Regeneron	2013-05-01	2016-01-11	Health Care	Biotechnology	495.05	480.82	469.80	498.70	863000
RF	Regions Financial Corp.		2016-01-11	Financials	Diversified Financial Services	8.84	8.68	8.57	8.90	19568600
RHI	Robert Half International		2016-01-11	Industrials	Human Resource & Employment Services	44.03	43.80	42.96	44.06	1729100
RHT	Red Hat Inc.	2009-07-27	2016-01-11	Information Technology	Systems Software	79.80	78.28	77.49	80.00	1604400
RIG	Transocean	2013-10-29	2016-01-11	Energy	Oil & Gas Drilling	10.84	10.34	10.16	10.85	14374100
RL	Polo Ralph Lauren Corp.	2007-02-02	2016-01-11	Consumer Discretionary	Apparel, Accessories & Luxury Goods	103.21	102.04	100.37	104.67	1341300
ROK	Rockwell Automation Inc.		2016-01-11	Industrials	Industrial Conglomerates	94.02	93.45	92.45	94.57	1435500
ROP	Roper Industries	2009-12-23	2016-01-11	Industrials	Industrial Conglomerates	176.51	173.47	171.66	177.93	724300
ROST	Ross Stores	2009-12-21	2016-01-11	Consumer Discretionary	Apparel Retail	52.52	52.59	51.88	52.87	2261900
RRC	Range Resources Corp.	2007-12-21	2016-01-11	Energy	Oil & Gas Exploration & Production	25.59	24.97	24.54	25.78	8084700
RSG	Republic Services Inc	2008-12-05	2016-01-11	Industrials	Industrial Conglomerates	44.18	44.50	44.12	44.63	2466700
RTN	Raytheon Co.		2016-01-11	Industrials	Aerospace & Defense	122.50	123.53	121.66	124.06	1407900
SBUX	Starbucks Corp.		2016-01-11	Consumer Discretionary	Restaurants	57.00	57.82	56.78	58.12	10757300
SCG	SCANA Corp	2009-01-02	2016-01-11	Utilities	MultiUtilities	60.75	60.89	60.46	61.42	1016100
SCHW	Charles Schwab Corporation		2016-01-11	Financials	Investment Banking & Brokerage	29.21	28.74	28.24	29.38	15918100
SE	Spectra Energy Corp.		2016-01-11	Energy	Oil & Gas Refining & Marketing & Transportation	25.06	24.11	23.87	25.12	8471900
